2131,Горна Малина
4196,Горна махала
2491,Горна Мелна
5869,Горна Митрополия
5100,Горна Оряховица
2836,Горна Рибница
5448,Горна Росица
2399,Горна Секирна
5294,Горна Студена
2811,Горна Сушица
5089,Горна Хаджийска
7913,Горна Хубавка
1806,Горни Богров
3343,Горни Вадин
5380,Горни Върпища
6485,Горни Главанак
5367,Горни Дамяновци
4368,Горни Домлян
5380,Горни Драгойча
5880,Горни Дъбник
2557,Горни Коритен
5096,Горни Край
3960,Горни Лом
5360,Горни Маренци
2027,Горни Окол
5360,Горни Радковци
2371,Горни Романци
5098,Горни Танчевци
3632,Горни Цибър
5360,Горни Цоневци
6954,Горни Юруци
5991,Горник
7173,Горно Абланово
8883,Горно Александрово
6219,Горно Белево
6053,Горно Ботево
6388,Горно Войводино
4497,Горно Вършило
2797,Горно Драглище
2963,Горно Дряново
6181,Горно Изворово
2138,Горно Камарци
6884,Горно Кирково
2556,Горно Кобиле
7927,Горно Козарево
2783,Горно Краище
6871,Горно Къпиново
6585,Горно Луково
7939,Горно Новково
6225,Горно ново село
3547,Горно Озирово
2756,Горно Осеново
5549,Горно Павликене
3052,Горно Пещене
6486,Горно поле
6780,Горно Прахово
6151,Горно Сахране
2213,Горно Село
2824,Горно Спанчево
5614,Горно трапе
2561,Горно Уйно
2727,Горно Хърсово
3487,Горно Церовене
6165,Горно Черковище
8343,Горно Ябълково
5304,Горнова могила
6574,Горноселци
4253,Горнослав
4776,Горово
8469,Горово
7288,Гороцвет
2496,Горочевци
5083,Горска
8721,Горска поляна
5132,Горски горен Тръмбеш
5131,Горски долен Тръмбеш
6420,Горски извор
6865,Горски извор
5167,Горски Сеновец
6590,Горско
7847,Горско Абланово
6800,Горско Дюлево
5238,Горско Калугерово
5235,Горско Косово
5075,Горско ново село
5088,Горско Писарево
7947,Горско село
5557,Горско Сливово
5888,Горталово
9689,Горун
2191,Горунака
2882,Горчево
5367,Горяни
9107,Господиново
7561,Господиново
2914,Господинци
5390,Гостилица
5864,Гостиля
5543,Гостиня
2773,Гостун
2900,Гоце Делчев
2755,Градево
5732,Градежница
3780,Градец
2239,Градец
8990,Градец
3074,Градешница
5879,Градина
7239,Градина
4290,Градина
9243,Градинарово
9552,Градини
5910,Градище
5435,Градище
9803,Градище
5439,Градница
9498,Градница
8852,Градско
3835,Градсковски колиби
4749,Градът
3830,Грамада
2679,Грамаде
4968,Грамаде
2574,Грамаджано
8166,Граматиково
5099,Граматици
6252,Гранит
8333,Гранитец
3914,Гранитово
8740,Гранитово
2589,Граница
3934,Граничак
8347,Граничар
9669,Граничар
4198,Граф Игнатиево
4618,Грашево
4714,Гращица
7960,Греевци
5841,Гривица
6965,Гривка
6890,Гривяк
2108,Григорево
8464,Грозден
9106,Гроздьово
3444,Громшин
4815,Грохотно
6809,Груево
5300,Гръблевци
2213,Грълска падина
7669,Грънчарово
2255,Губеш
2274,Губислав
6590,Гугутка
4792,Гудевица
6943,Гулийка
6926,Гулия
5960,Гулянци
5654,Гумощник
2567,Гурбановци
6830,Гургулица
2223,Гургулят
9644,Гурково
2145,Гурково
6199,Гурково
2226,Гурмазово
9969,Гусла
9479,Гуслар
2045,Гуцал
5333,Гъбене
8220,Гълъбец
6366,Гълъбец
8642,Гълъбинци
2426,Гълъбник
4938,Гълъбово
2784,Гълъбово
4125,Гълъбово
6280,Гълъбово
2223,Гълъбовци
3785,Гъмзово
2550,Гърбино
6760,Гърбище
5087,Гърдевци
2381,Гърло
2568,Гърляно
2960,Гърмен
4991,Гърнати
5370,Гърня
7844,Гърчиново
6651,Гъсково
4811,Гьоврен
2570,Гюешево
8249,Гюльовца
3932,Гюргич
5083,Давери
4944,Давидково
7563,Давидово
7758,Давидово
2779,Дагоново
5365,Даевци
5084,Дайновци
2813,Дамяница
5437,Дамяново
6261,Даскал Атанасово
6707,Даскалово
7150,Две могили
4949,Две тополи
2541,Дворище
6193,Дворище
5307,Дебел дял
5030,Дебелец
9261,Дебелец
2416,Дебели лаг
5084,Дебели рът
8314,Дебелт
5435,Дебелцово
4946,Дебеляново
5657,Дебнево
5958,Дебово
2748,Дебочица
2961,Дебрен
9353,Дебрене
2803,Дебрене
4414,Дебръщица
3065,Девене
5995,Девенци
6934,Девесилица
6933,Девесилово
8480,Деветак
5555,Деветаки
5050,Деветаците
8474,Деветинци
4800,Девин
7972,Девино
6833,Девинци
9160,Девня
6861,Дедец
5089,Дедина
6779,Дедино
5089,Дединци
4106,Дедово
5935,Деков
2728,Делвино
6896,Делвино
3795,Делейна
5084,Делова махала
2917,Делчево
7427,Делчево
2225,Делян
2652,Делян
5292,Деляновци
8726,Денница
9772,Денница
5377,Денчевци
6539,Дервишка могила
5780,Дерманци
9111,Детелина
8483,Детелина
5041,Дечковци
2060,Джамузовци
6908,Джанка
6850,Джебел
6824,Джелепско
2648,Джерман
6872,Джерово
2812,Джигурово
8691,Джинот
2483,Джинчовци
5146,Джулюница
7137,Джулюница
5343,Джумриите
4241,Джурково
2163,Джурово
5380,Джуровци
9811,Дибич
3492,Дива Слатина
5345,Дивеци
2457,Дивля
2350,Дивотино
5727,Дивчовото
4994,Диманово
5363,Димиевци
6259,Димитриево
6400,Димитровград
5050,Димитровци
6518,Димитровче
3750,Димово
4757,Димово
5035,Димовци
6192,Димовци
5234,Димча
8159,Димчево
6340,Динево
4149,Динк
4458,Динката
3783,Динковица
3921,Динково
6268,Диня
4927,Дирало
5886,Дисевица
5441,Дисманица
7625,Дичево
5059,Дичин
6432,Длъгнево
5392,Длъгня
7997,Длъжка поляна
9789,Длъжко
2582,Длъхчево - Сабляр
6947,Доборско
8580,Добра поляна
2279,Добравица
4259,Добралък
4917,Добрева череша
9399,Добрево
5095,Добревци
5365,Добревци
5762,Добревци
5380,Добрените
9782,Добри Войниково
9128,Добри дол
3667,Добри дол
4292,Добри дол
2559,Добри дол
5149,Добри дял
2838,Добри лаки
9402,Добрин
9216,Добрина
2777,Добринище
8477,Добриново
6670,Добриново
6857,Добринци
6437,Добрич
8724,Добрич
9300,Добрич
4405,Добровница
2662,Доброво
9145,Доброглед
5658,Добродан
3253,Добролево
8552,Добромир
5430,Добромирка
6861,Добромирци
9281,Доброплодно
6560,Доброселец
1247,Доброславци
4256,Добростан
2919,Добротино
7990,Добротица
7531,Добротица
9282,Добротич
7548,Добруджанка
3069,Добруша
2799,Добърско
2289,Добърчин
2115,Доганово
2547,Дождевица
5035,Дойновци
6799,Дойранци
9961,Дойранци
5550,Дойренци
2734,Докатичево
3449,Доктор Йосифово
2497,Докьовци
4985,Долен
2968,Долен
5050,Долен Еневец
2887,Долене
2811,Долени
7682,Долец
7858,Долец
4921,Долие
9358,Долина
9947,Долина
2637,Долистово
9152,Долище
6663,Долище
2040,Долна баня
3545,Долна Бела речка
3143,Долна Бешовица
2034,Долна Василица
3485,Долна Вереница
2458,Долна Врабча
2843,Долна Градешница
2536,Долна Гращица
2420,Долна Диканя
4655,Долна Дъбева
7968,Долна Златица
7867,Долна Кабда
2595,Долна Козница
3153,Долна Кремена
6686,Долна крепост
2888,Долна Крушица
6953,Долна кула
5226,Долна Липница
2107,Долна Малина
4200,Долна махала
2490,Долна Мелна
5855,Долна Митрополия
2213,Долна Невля
5130,Долна Оряховица
2892,Долна Рибница
3452,Долна Рикса
2397,Долна Секирна
7123,Долна Студена
7931,Долна Хубавка
1855,Долни Богров
3782,Долни Бошняк
3344,Долни Вадин
5969,Долни Вит
5380,Долни Върпища
6483,Долни Главанак
5036,Долни Дамяновци
5380,Долни Драгойча
5870,Долни Дъбник
2558,Долни Коритен
3958,Долни Лом
5867,Долни Луковит
5360,Долни Маренци
5084,Долни Марян
2028,Долни Окол
1165,Долни Пасарел
5360,Долни Радковци
2413,Долни Раковец
2367,Долни Романци
5097,Долни Танчевци
5350,Долни Томчевци
3642,Долни Цибър
9120,Долни чифлик
6954,Долни Юруци
7053,Долно Абланово
6422,Долно Белево
3437,Долно Белотинци
6393,Долно Ботево
6389,Долно Войводино
4498,Долно Вършило
6358,Долно Големанци
2798,Долно Драглище
2944,Долно Дряново
6183,Долно Изворово
2137,Долно Камарци
2556,Долно Кобиле
7926,Долно Козарево
6870,Долно Къпиново
3605,Долно Линево
6586,Долно Луково
7938,Долно Новково
6226,Долно ново село
